ID,Key,Stringdeep,Stringchat
1834453672300545,WORLDEVENT26_PAGE1,"队伍进入老旧木屋后，数个黑影从冒险者们周围的黑暗中浮现。看来""手""组织的敌人已经抢先到达了藏身处。  

就在众人疑惑罗格的朋友遭遇了什么时，埋伏者中疑似首领的人开始质问冒险者：  

""你们！那个叛徒在哪？！""","当队伍进入那间旧木屋时，几道阴影从黑暗中浮现，包围了冒险者们。看起来盗贼的敌人在他们之前就已经到达了藏身之处。  

在他们还未想明白盗贼的朋友可能发生了什么之前，一名伏击者，可能是首领，开始质问冒险者们。  

“你们！叛徒在哪里？！"
1834453672300546,WORLDEVENT26RESULT0_PAGE1,"冒险者们并不明白此人在说什么。  

""装傻是吗？无所谓，我们有的是办法让你们开口。""男人说着抽出了匕首。  

准备战斗！","冒险者们并不太明白那人所说的内容。  

“假装无知，是吗？没关系。我们有办法让你们开口。”那人一边说，一边拔出了他的匕首。  

准备战斗！"
1834453672300547,WORLDEVENT27_PAGE1,"冒险者们成功击退了伏兵。  

正当他们喘息之际，却察觉到黑暗中潜藏着更多存在。队伍立即摆开阵型，准备迎接下一波突袭。  

然而意外发生了。","冒险者们成功击败了伏击者。  

在喘息的时候，他们注意到黑暗中还有更多的身影隐藏着。队伍迅速进入阵型，准备迎接下一次伏击。  

然而，意想不到的事情发生了。"
1834453672300548,WORLDEVENT27RESULT0_PAGE1,"黑暗中突然闪过一道白光，转瞬即逝又在别处重现。如此反复数次，每当光芒闪现，队伍都能听见利刃破空之声与垂死的惨嚎。  

最终光芒在众人面前凝聚，一位女子自光幕中款步而出。","一道光芒突然在黑暗中闪现，随即消失又在另一个地方重新出现。这种情况发生了几次，每次出现时，队伍都能听到撕裂的声音和死亡的尖叫。  

最后，光芒出现在队伍面前，一名女子从中走了出来。"
1834453672300549,WORLDEVENT28_PAGE1,"这名女子俨然是骑士装束，身披重甲背负巨剑。  

""保持距离，否则把你们烧成焦炭！""她左手腾起火焰警告道，显然还精通法术。  

""报上名来！你们和这群杂碎绝非同路。""她警惕地打量着冒险者们。","这位女性看起来像是一名骑士，身穿重型盔甲，背上背着一把强大的巨剑。  

“保持距离，否则我会把你烧成灰烬！”她一边说，一边在左手中召唤出一团火焰。显然，她也是一名法师。  

“你是谁？你显然和这些家伙不在一起。”她怀疑地打量着冒险者们。"
1834453676494848,WORLDEVENT28_PAGE2,"冒险者们说明来意，表示要护送盗贼的朋友脱险。听闻此言，女子忽然掩口轻笑——这与她神秘莫测的初印象形成强烈反差。  

""盗贼？她现在用这个名号？""冷峻神色如春雪消融，""有些人果然本性难移。""  

""你们的任务完成了。""她对冒险者们宣告，""我就是盗贼的挚友！""  

""烦请带我去见她！""","冒险者们告诉她，他们是来寻找Rogue的朋友并将她带到安全地方的。在听完他们的解释后，这位女性开始咯咯地笑。这种反应与他们对这个神秘女性的初步印象形成了强烈对比。  

“Rogue？她现在叫这个名字吗？”她的表情柔和了下来。“我想有些人是永远不会改变的。”  

“你们完成了任务。我是Rogue的朋友！”她对冒险者们说道。  

“请，带我去见她！”"
1834453676494849,WORLDEVENT29_PAGE1,队伍发现了一张血迹斑斑的桌子，上面散落着数十张笔记和一本摊开的书。,队伍发现了一张沾满血迹的桌子，上面散落着数十张便条和一本书。
1834453676494850,WORLDEVENT29_DECISION1,阅读笔记,阅读便条
1834453676494851,WORLDEVENT29_DECISION1RESULT0_PAGE1,"在阅读笔记后，{CHARACTER1}很快意识到这些笔记记载着死灵法师通过大量尸体实验获得的科学知识与发现。  

尽管获取这些知识的手段有违道德，{CHARACTER1}仍不由自主地被其中记载的内容深深吸引。","在阅读完便条后，{CHARACTER1}迅速意识到这些便条包含了大量的科学知识和死灵法师在对许多尸体进行实验后所做的发现。  

尽管这些知识的获取方式道德上值得怀疑，{CHARACTER1}仍然无法抑制对这里所写一切的好奇。"
1834453676494852,WORLDEVENT29_DECISION1ALTRESULT0_PAGE1,"{CHARACTER1}试图阅读笔记却完全无法理解。满纸都是陌生的术语、古怪的思想实验和人体结构草图。  

{CHARACTER1}实在理不清头绪，很快就放弃了继续阅读。","{CHARACTER1}阅读了便条，但无法理解其中的任何内容。里面充满了不熟悉的词汇和奇怪的思想实验，以及人体的草图。  

{CHARACTER1}无法理解这些内容，迅速放弃了继续阅读剩下的便条。"
1834453676494853,WORLDEVENT29_DECISION2,阅读书籍,阅读这本书。
1834453676494854,WORLDEVENT29_DECISION2RESULT0_PAGE1,"队伍翻开书籍开始阅读。  

这实际上是死灵法师的日记，记载了他涉足死灵法术前的人生。  

他曾经是位学者，因执着于研究死亡本质而遭社会排斥。他坚信死亡不过是种疾病，必须找到治愈方法。","队伍打开了这本书，开始阅读。  

这本书实际上是死灵法师的日记，记录了他在涉足死灵法术之前的生活。  

他曾是一名学者，因为对死亡本质的痴迷而被社区其他人排斥。他坚信死亡就像任何一种疾病一样，必须找到治愈的方法。"
1834453676494855,WORLDEVENT29_DECISION2RESULT0_PAGE2,"死灵法师在日记中称旧日同僚都是被虚伪道德束缚的蠢货，不愿为人类福祉弄脏双手。  

随着日记深入，记载了当人们发现他进行人体实验后，他不得不逃离家乡的经历。","死灵法师将他以前的同事描述为被自己虚伪的道德束缚的愚蠢之人。他们不愿意为了人类的利益而沾染自己的手。  

日记进一步描述了，当人们发现他对人类尸体进行实验后，这名男子最终不得不逃离他的家。"
1834453676494856,WORLDEVENT29_DECISION2RESULT0_PAGE3,"这也成为他最终投身死灵法术的转折点——他深信这是最接近永生奥秘的魔法形式。  

日记结尾处，死灵法师坚信自己距离战胜死亡仅一步之遥。  

但他需要更多尸体。源源不断的尸体。","这也是这名男子最终转向死灵法术的时刻。他坚信这种魔法形式是最接近不朽秘密的。  

在日记的最后，死灵法师相信他离战胜死亡已经非常接近。  

但他需要尸体。更多的尸体。"
1834453676494857,WORLDEVENT29_DECISION3,离开,离开。
1834453680689152,WORLDEVENT29_DECISION3RESULT0_PAGE1,队伍离开了桌子。,队伍离开了桌子。
1834453680689153,WORLDEVENT31_PAGE1,在最终试炼结果揭晓的短暂停顿后，竞技场主持人开始宣布评估结果。,在最后挑战结果后的短暂停顿后，竞技场的主持人开始宣布评估结果。
1834453680689154,WORLDEVENT31_DECISION1,冒险者们是否成功获得锦标赛资格？,冒险者们是否成功晋级比赛？
1834453680689155,WORLDEVENT31_DECISION1RESULT0_PAGE1,"晋级锦标赛的队伍名单已公布，可惜冒险者们并未名列其中。  

冒险者们未能取得资格。","成功晋级比赛的队伍已经公布，不幸的是，冒险者们不在其中。  

冒险者们未能晋级。"
1834453680689156,WORLDEVENT31_DECISION1CONDRESULT1_PAGE1,"竞技场主持人宣布晋级锦标赛的队伍名单时，冒险者们赫然在列。  

他转向其他参赛者鼓励道：""对于其他队伍，我衷心感谢诸位的参与，并预祝下次好运。""接着提高嗓音总结：""请晋级者稍作休整后返回。我们将即刻开始筹备锦标赛最终阶段的准备工作——真正的挑战与荣耀正等待着你们。""","竞技场的主持人宣布了成功晋级比赛的队伍，冒险者们在其中。  

他随后将注意力转向其他参与者，鼓励地说道：“对其他人，我感谢你们的参与，并祝你们下次好运。”他大声总结道：“我请那些晋级的人请尽快返回。我们将开始为比赛的最后阶段做准备，真正的挑战和荣耀在等待着你们。”"
1834453680689157,WORLDEVENT32_PAGE1,冒险者们成功在某个巨树的根系间找到了任务所需的彩虹花。尽管公会会长忧心忡忡，但旅程至今竟出奇顺利，看来他们很快就能毫无波折地完成这次委托。,冒险者们成功找到了请求的彩虹花，它们藏在一些巨树的根部之间。尽管公会会长对此感到担忧，但到目前为止，这段旅程出乎意料地平静，似乎他们即将顺利完成任务，没有遇到任何问题。
1834453680689158,WORLDEVENT32_DECISION1,采集花朵,采集花朵
1834453680689159,WORLDEVENT32_DECISION1RESULT0_PAGE1,"当他们伸手采摘第一朵花时，地面突然剧烈震颤。眼前那棵参天巨树蓦然活化，枝条带着威胁的姿态舞动起来。更多树木接连苏醒，带着敌意朝冒险者们逼近。

冒险者们摆出迎战架势。这次委托刚经历了一个意料之外的转折。","当他们伸手去摘第一朵花时，地面突然在他们脚下颤动。眼前的巨树瞬间活了过来，树枝威胁性地摇摆着。更多的树木开始复苏，朝着冒险者们靠近，带着敌意。

冒险者们做好了准备。他们的任务刚刚经历了一个意料之外的转折。"
1834453680689160,WORLDEVENT32_DECISION2,向后退一步,后退一步。
1834453680689161,WORLDEVENT32_DECISION2RESULT0_PAGE1,冒险者们谨慎地向后退了一步。某种异样的预感令他们警觉起来。,冒险者们后退了一步。他们感到有些不对劲。
1834453684883456,WORLDEVENT33_PAGE1,"冒险者们好不容易从活化树木的猛攻中幸存下来，终于长舒一口气。这些巨树总算回归了它们应有的休眠状态。

他们开始采集彩虹花——这场混乱的始作俑者。无论菲奥拉让他们这么做的理由是什么，他们只希望这最好值得此番折腾。","冒险者们成功抵挡住了树木的攻击，松了一口气。终于，这些树恢复到了它们应该有的休眠状态。

他们开始收集彩虹花，这也是这一切混乱的起因。他们希望，无论菲奥拉让他们这样做的理由是什么，最好是值得的。"
1834453684883457,WORLDEVENT34_PAGE1,"冒险小队发现了讨伐队残部的踪迹。许多士兵负伤在身，更多人眼中已完全失去希望。  

部分士兵紧张地盯着冒险者们，举起了武器。  

就在冲突即将爆发之际，一名身着精制铠甲的年轻人——与周遭士兵截然不同——走上前来，示意众人放下武器。  

显然这位就是他们的指挥官，也是众人此行寻找的目标。","队伍发现了曾经征讨部队的残骸。许多士兵受了伤，还有更多的人看起来已经失去了所有的希望。

一些士兵紧张地盯着冒险者们，举起了武器。

在一场战斗爆发之前，一个身穿精美盔甲的年轻人走了上来，他与其他人截然不同，示意士兵们放下武器。

显然，这个人是他们要找的领袖。"
1834453684883458,WORLDEVENT34_PAGE2,"""我是吉尔伯特·灰角，这些勇士的指挥官。""年轻人自我介绍道，""诸位不似匪徒，所为何来？""  

冒险者们向这位年轻领主解释，他们是受雇前来寻人的冒险者。  

""是塞西尔委托的吧？""吉尔伯特露出微笑，  
""感谢诸位前来，但我不能抛下我的部下独自离开。""  

这个回答让冒险小队颇感为难，毕竟他们的任务只是护送这位年轻贵族安全撤离。","“我是吉尔伯特·格雷霍恩。这些勇敢的人的领袖。”年轻人自我介绍道。“你们看起来不像是强盗。你们是谁？”

冒险者们向年轻领主解释说，他们是冒险者，受雇来寻找他。

“原来是塞西尔，是吗？”吉尔伯特微笑着说道。“我感谢你们冒险者的到来，但我不能在没有我的士兵的情况下离开。”

吉尔伯特的回答让队伍感到为难，他们的唯一目标是将这位年轻贵族安全带走。"
1834453684883459,WORLDEVENT34RESULT0_PAGE1,"""若想完成任务，就请协助我将部下也带到安全地带。""吉尔伯特对冒险者们说，  

""我已派侦察兵寻找避开匪徒的撤离路线。只要协助我们脱困，就算你们任务达成。""  

见别无选择，冒险者们只得应允。  

众人开始等待侦察兵归来。","“如果你们想完成任务，那就帮我把我的士兵也带到安全的地方。”吉尔伯特对冒险者们说道。

“我派了一些侦察兵去寻找一条可以逃离强盗的道路。帮助我们逃脱，我就视你们的任务完成。”

看到他们别无选择，冒险者们同意了。

他们一起等待侦察兵的归来。"
1834453684883460,WORLDEVENT35_PAGE1,"等待期间，冒险者们观察着周遭士兵。伤者数量多得惊人。  

若此时与匪徒交战，大半士兵已无力战斗。部分重伤员甚至需要担架才能移动。","在等待期间，冒险者们观察着周围的士兵。受伤的人数令人震惊地高。

许多士兵如果被迫与强盗作战，将无法战斗。有些受伤的士兵甚至在移动时需要被抬着。"
1834453684883461,WORLDEVENT35_PAGE2,"冒险者们同时观察着任务目标吉尔伯特·灰角。  
就所见而言，这位贵族青年品行端正。  

他不断巡视营地，与士兵交谈鼓舞士气，并尽心尽力地照料受伤的士兵。  

见此情形，小队成员开始思考能否做些什么。","冒险者们还观察到了他们的任务目标吉尔伯特·格雷霍恩。  
从他们的观察来看，他似乎是个不错的人。

他四处走动，与士兵们交谈，试图鼓励他们。他还在有可能的情况下帮助照顾受伤的士兵。

看到这一幕，队伍想知道他们能做些什么。"
1834453684883462,WORLDEVENT35_DECISION1,协助照料伤员,帮助照顾受伤者。
1834453684883463,WORLDEVENT35_DECISION1RESULT0_PAGE1,"冒险者们开始协助治疗伤员。他们四处更换绷带，运用所知的治疗知识进行救治。  
在众人努力下，部分伤兵恢复了些许战力，已能重新执起武器。  

目睹此景的吉尔伯特向冒险者们垂首致谢。","冒险者们开始帮助照顾受伤者。他们四处走动，交换绷带，并运用他们所掌握的任何治疗知识。  
似乎多亏了冒险者，一些受伤的士兵恢复得足够可以再次握住武器。

吉尔伯特看到这一幕，感谢冒险者们，并向他们低下了头。"
1834453689077760,WORLDEVENT35_DECISION2,静养恢复体力,只是休息，恢复体力。
1834453689077761,WORLDEVENT35_DECISION2RESULT0_PAGE1,"小队决定以休整为上策。  

目睹士兵们的惨状后，他们明白若遇战斗，唯有依靠自己。","队伍决定他们最好的行动方案是休息。

看到士兵们的状态，很明显在战斗中他们只能依靠自己。"
1834453689077762,WORLDEVENT36_PAGE1,"经过漫长的等待，吉尔伯特的侦察兵终于归来，并带来了好消息。  

他们发现一条似乎被强盗完全放开的通道，通过这条通道可以进入安全区域。听闻此言，吉尔伯特·灰角立即下达了出发指令。  

冒险者们也做好准备随军同行。","经过漫长的等待，吉尔伯特的侦察兵终于返回，并带来了好消息。

他们找到了一条似乎完全被强盗遗弃的道路，可以进入安全区域。听到这个消息后，吉尔伯特·格雷霍恩下达了出发的命令。

冒险者们准备好陪同他们。"
1834453689077763,WORLDEVENT37_PAGE1,"这是一段漫长而艰苦的行军。士兵们神经紧绷，所有人都警惕着强盗的踪迹。  
为防止被强盗的搜索队发现，他们没有点燃任何火把。但这也意味着他们必须在完全的黑暗中跋涉。  

人们不得不紧贴着彼此行进，在令人不适的近距离中，才能避免有人在黑暗中掉队。","这是一段漫长而艰苦的行军。士兵们紧张不已，大家都在警惕强盗的出现。  
没有点燃火把，以防被强盗的搜索队发现。但这也意味着他们必须在完全黑暗中行军。

只有大家紧紧挨在一起，才能防止在黑暗中迷路。"
1834453689077764,WORLDEVENT37RESULT0_PAGE1,"尽管如此，漫长的行军看似平安无事，他们即将进入能够彻底摆脱强盗的安全区域。  

冒险者们期盼着这一切尽快结束，毕竟这次行军给他们带来了极大的精神压力。","尽管如此，漫长的行军似乎没有发生什么特别的事情，他们接近安全区域，终于可以逃离强盗。

冒险者们希望这一切能尽快结束，因为这次行军对他们来说相当紧张。"
1834453689077765,WORLDEVENT38_PAGE1,"突然，嘹亮的号角声划破天际。紧接着是数十人急促的脚步声。  

强盗们如潮水般从森林中涌出，转眼间便将士兵与冒险者们团团包围。  
人群中走出一名神情癫狂的男子，他身上的刺青令人感到莫名熟悉。  

""库库库！我就知道故意留个破绽，准能把你们引进包围圈。""男子狞笑道。冒险者们从这个男人身上嗅到了危险的气息。","突然，一声响亮的号角声响起。紧接着，数十双脚步声随之而来。  

从森林中，众多强盗开始涌出。没过多久，他们便完全包围了士兵和冒险者。  
在强盗中，一个面容疯狂、身上有着熟悉纹身的男人走了出来。  

“咕咕咕！我就知道如果我们故意留个空隙，就能把你们引入陷阱，”那人兴奋地喊道。冒险者们对这个人感到不安。"
1834453689077766,WORLDEVENT38_PAGE2,"疯癫男子像野兽般舔舐着刀刃，用亢奋的眼神打量着被困的猎物。  

""本来上头说要尽量活捉你们...""他露出令人毛骨悚然的笑容，""不过就算先剁几个开胃菜，匪王大人也不会怪罪吧？""  

""离我的部下远点！""吉尔伯特厉声喝道。他的声音如同利刃刺穿空气。  

他""锵""地抽出佩剑，转身对士兵们高呼：  
""不要怯战！若能在此突围，你们就能回到家人身边！与我并肩作战吧，弟兄们，随我<b>冲锋</b>！","那个疯狂的男人像个失常的人一样舔着他的刀刃，兴奋地看着他困住的猎物。  

“我们应该尽可能多地把你们活着带回去……”他露出了一个令人毛骨悚然的微笑，“但我相信强盗王不会介意我先割掉你们几个。”  

“离我的人远点！”吉尔伯特大喊。他的声音像刀子一样刺破空气。  

他拔出武器，对他的手下说道。  
“不要失去信心！如果我们能在这里突破，那么你们就能最终回到你们所爱的人身边！站在我身边，兄弟们，<b>战斗</b>！”"
1834453689077767,WORLDEVENT38_PAGE3,"""冒险者们！请助我们一臂之力，斩杀敌首！群龙无首他们自会溃散！""吉尔伯特朝冒险者们喊道。  

冒险者们会意点头，纷纷摆开架势。  
生死之战就此打响。","“冒险者们！请借给我们你的力量，杀掉敌人的首领！没有了他，他们肯定会四散而逃！”吉尔伯特对冒险者们喊道。  

冒险者们明白了，开始做好准备。  
是时候为自己的生命而战了。"
1834453693272064,WORLDEVENT38RESULT0_PAGE1,"此刻敌方头目脸上浮现出令人不安的狂喜。  

""好！太好了！挣扎吧！给我一个将你们大卸八块的借口！""他亢奋地嘶吼着，转身对强盗们下令：  
""给我上！把他们的血肉从骨头上剔干净！片甲不留！""  

准备战斗！","与此同时，敌人的首领脸上露出了不安的兴奋表情。  

“是的！是的！挣扎吧！给我一个理由来割了你们！”他兴奋地喊道。  
他转向强盗们。  
“攻击他们！把他们的肉从骨头上割下来，直到什么都不剩！”  

准备战斗！"
1834453693272065,WORLDEVENT39_PAGE1,"首领伏诛后，战局迅速逆转。强盗们先是零星溃逃，很快便演变成全线崩溃。  

""胜利了！""吉尔伯特高举染血的佩剑呐喊。  

""胜利了！""士兵们齐声应和。就连冒险者们也忍不住发出胜利的欢呼。  

吉尔伯特再次向冒险者致谢，表示接下来的善后无需劳烦。他承诺有朝一日必将报答这份恩情。","随着他们的首领被杀，战斗的潮流很快转向了强盗。没过多久，第一个强盗开始逃跑。随后，更多的强盗跟着他们的例子，直到强盗们最终完全溃败。  

“胜利！”吉尔伯特大喊，举起沾满鲜血的武器。  

“胜利！”士兵们齐声大喊。连冒险者们也忍不住发出了胜利的呐喊。  

吉尔伯特再次感谢冒险者，并告诉他们从此以后他们会没事的。他承诺会在某一天回报他们的帮助。"
1834453693272066,WORLDEVENT40_PAGE1,"冒险者们看到一群土匪包围了一个落单的人。从外貌判断，被包围的男子很可能是讨伐部队的士兵之一。  
  
土匪们正在威胁这名士兵。  
""快说其他人藏在哪里！不然让你生不如死！""  
  
""绝...绝不！""士兵颤声说道。他的声音虽然发抖，但带着足够坚定的意志，表明他不会轻易开口。","冒险者们看到一群强盗围住了一个孤独的人。从他的外貌来看，被围住的男人很可能是征讨队的士兵。  

强盗们正在威胁这名士兵。  
“告诉我们你们其他人在哪里，否则你会遭受痛苦！”  

“绝，不会！”士兵说道。他的声音颤抖，但足够坚定，显示出他不会轻易开口。"
1834453693272067,WORLDEVENT40_DECISION1,介入干涉。,干预。
1834453693272068,WORLDEVENT40_DECISION1RESULT0_PAGE1,"队伍现身喝令土匪退离士兵。土匪们将注意力转向冒险者：  
  
""你们本该管好自己的事。""一个土匪说道，  
""不过老大应该不介意我们多带几具尸体回去。""  
  
准备战斗！","队伍进入了现场，告诉强盗们离士兵远点。强盗们将注意力转向冒险者们：  

“你们本该管好自己的事。”一个强盗说道。  
“但我想老板不会介意我们带回几个额外的尸体。”  

准备战斗！"
1834453693272069,WORLDEVENT40_DECISION2,<color=#2aa136>[弓术]</color> 暗中发动伏击,<color=#2aa136>[弓]</color> 在黑暗中进行伏击射击。
1834453693272070,WORLDEVENT40_DECISION2RESULT0_PAGE1,{CHARACTER1}向土匪射出一箭。尽管黑暗中视野不佳，{CHARACTER1}仍成功射中一个土匪的肩膀，对方立刻发出痛苦的惨叫。,{CHARACTER1} 向一个强盗射出了一支箭。尽管在黑暗中能见度很低，{CHARACTER1} 还是成功地击中了一个强盗的肩膀，强盗立刻痛苦地尖叫。
1834453693272071,WORLDEVENT40_DECISION2RESULT0_PAGE2,"""有埋伏！""土匪大喊。他们四处张望，却难以在黑暗中锁定冒险者的位置。  
  
""快撤！天知道他们有多少人！""  
  
土匪们惊慌失措地开始逃窜。","“这是伏击！”一个强盗大喊。他们开始四处张望，但在黑暗中很难发现冒险者们。  

“快走！谁知道外面还有多少人！”  

强盗们开始惊慌逃跑。"
1834453693272072,WORLDEVENT40_DECISION2ALTRESULT0_PAGE1,"{CHARACTER1}朝土匪射出一箭。  
  
可惜由于黑暗中的低能见度，箭矢偏离了目标。被飞箭惊动的土匪扫视周围，很快发现了冒险者们的踪迹。  
  
准备战斗！","{CHARACTER1} 向强盗们射出了一支箭。  

不幸的是，由于在黑暗中能见度低，箭矢偏离了目标。强盗们被即将到来的箭矢惊动，开始扫描周围，很快就看到了队伍。  

准备战斗！"
1834453693272073,WORLDEVENT40_DECISION3,躲藏旁观,躲藏并置身事外。
1834453697466368,WORLDEVENT40_DECISION3RESULT0_PAGE1,"队伍决定隐藏行迹不介入事件。  
  
毕竟这名士兵并非他们要找的人，没有理由卷入纷争。  
  
但他们仍潜伏在附近，希望能获得目标人物下落的线索。","队伍决定隐藏自己，不参与其中。  

毕竟士兵并不是他们要找的人，所以没有理由插手。  

不过，他们还是保持靠近，希望能得到关于他们要找的人下落的线索。"
1834453697466369,WORLDEVENT40_DECISION3RESULT0_PAGE2,"一个土匪开始审问士兵同僚们的下落。  
士兵没有回答。作为回应，土匪一拳击中他的面部，打得他鼻血直流。  
  
土匪重复提问，士兵依旧沉默。这次拳头落在了他的腹部。  
  
尽管遭受反复殴打，士兵始终没有吐露任何情报。  
  
最终他因伤势过重陷入昏迷。","一个强盗开始充当审问者，再次问士兵其他同伴在哪里。  
士兵没有回答。作为回应，强盗用拳头打了士兵的脸，打得他鼻子流血。  

强盗重复了他的问话，但士兵依然没有回应。这次强盗又用拳头打了士兵的肚子。  

强盗一次又一次地重复同样的问题，但无论士兵被打得多惨，他都没有透露任何信息。  

最后，士兵因遭受重创而昏迷过去。"
1834453697466370,WORLDEVENT40_DECISION3RESULT0_PAGE3,"负责审问的土匪显得异常烦躁，开始踢踹昏迷的士兵，直到被同伙制止。  
  
""喂！上头说要尽量活捉这些家伙。""  
  
""闭嘴！这点伤死不了人！""  
  
冒险者们困惑于土匪活捉士兵的动机。  
经过短暂争执，土匪们扛着昏迷的士兵离开了。","审问士兵的强盗似乎非常沮丧，开始踢昏迷的士兵，直到另一个强盗制止了他。  

“嘿！你知道我们应该尽可能多地把他们活着带回去。”  

“闭嘴！这点不会杀了这个混蛋。”  

冒险者们想知道强盗们为什么想活捉士兵。  
经过一番争论，强盗们抬起昏迷的士兵离开了。"
1834453697466371,WORLDEVENT41_PAGE1,队伍从战斗中撤离。土匪的数量实在太多，难以正面抗衡。,队伍从战斗中逃跑了。面对如此多的强盗，他们实在无能为力。
1834453697466372,WORLDEVENT41_DECISION1,很遗憾他们未能救下士兵,不幸的是，他们没能救下那名士兵。
1834453697466373,WORLDEVENT41_DECISION1RESULT0_PAGE1,这次挫败让冒险之旅蒙上阴影，众人开始怀疑自己是否具备完成委托的能力。,这对他们的冒险之旅是一个非常令人沮丧的开始，怀疑他们能否完成这个任务的念头开始在他们心中滋生。
1834453697466374,WORLDEVENT41_DECISION1CONDRESULT1_PAGE1,"这次挫败让冒险之旅蒙上阴影，众人开始怀疑自己是否具备完成委托的能力。  
  
然而{CHARACTER1}并未气馁，告诫同伴此刻不能放弃。{GENDER1:cond:=1?他的|=0?她的}决心逐渐提振了其他人的士气。","这对他们的冒险之旅是一个非常令人沮丧的开始，怀疑他们能否完成这个任务的念头开始在他们心中滋生。

然而，{CHARACTER1}并没有失去信心，告诉其他人现在不能放弃。{GENDER1:cond:=1?他的|=0?她的}决心开始振奋其他人的精神。"
1834453697466375,WORLDEVENT41_DECISION2,万幸他们带着生还的士兵成功撤离,幸运的是，他们能够带着活着的士兵逃跑。
1834453697466376,WORLDEVENT41_DECISION2RESULT0_PAGE1,"在千钧一发之际，他们拽着士兵一同逃离。士兵意识到冒险者并非土匪同党，便跟随队伍行动。  
  
当抵达安全区域后，士兵开始与冒险者们交谈。","在紧急时刻，他们至少能够抓住那名士兵，并与他一起逃跑。他跟着他们，可能意识到这些冒险者并不是与强盗勾结的。

当他们终于到达一个安全的地方时，士兵开始与冒险者交谈。"
1834453701660672,WORLDEVENT42_PAGE1,"""感谢你们的帮助，但你们究竟是什么人？""士兵向冒险者们发问。  

冒险者们解释说是受灰角家族的塞西莉亚女士雇佣，前来寻找她兄长吉尔伯特的探险者。","“谢谢你们的帮助，但你们是谁？”士兵问冒险者。

他们解释说，他们是冒险者，被格雷霍恩家族的塞西莉亚女士雇佣来寻找她的哥哥吉尔伯特。"
1834453701660673,WORLDEVENT42_PAGE2,"""感谢诸神！援军终于到了！""士兵如释重负地长舒一口气。  

士兵向冒险者讲述这几日的情况：自从战败后，匪徒们不知为何始终锲而不舍地追捕所有溃逃的士兵。  
幸亏有少爷指挥，大部分人才得以从追兵手中逃脱至今。","“感谢诸神！终于有人来帮忙了！”士兵松了一口气。

士兵向冒险者解释，在战斗之后，强盗们出于某种原因，顽强地追捕所有逃跑的士兵，并在过去几天里抓捕了他们。  
但多亏了年轻主人的领导，大多数士兵到目前为止能够逃脱追捕的强盗。"
1834453701660674,WORLDEVENT42RESULT0_PAGE1,"眼下他们在森林里建立了临时藏身处。像他这样的斥候都被派出来寻找匪徒包围网的突破口。  

""我可以带你们去见灰角大人。""士兵提议道，""我们的藏身处离此不远。""  

冒险者们让他带路。  

他指向东方：""得先往这边走。""","现在他们在森林中找到了一个临时藏身之处。一些像他这样的士兵被派出去寻找强盗搜查队的空隙。

“我可以带你们去见格雷霍恩爵士。”士兵提议。“我们的藏身处离这里不远。”

冒险者让他带路。

他指向东方。“首先我们得往这个方向走。”"
1834453701660675,WORLDEVENT43_PAGE1,冒险者们成功击溃了匪徒。短暂交锋后，地上只剩匪徒横七竖八的尸体。,冒险者们成功击败了强盗。在短暂的战斗后，没有一个强盗站着离开。
1834453701660676,WORLDEVENT43_DECISION1,遗憾的是那名士兵未能生还。,不幸的是，士兵在战斗中没有幸存。
1834453701660677,WORLDEVENT43_DECISION1RESULT0_PAGE1,"激战之中冒险者们未能救下那个士兵——正是为了救他，他们才与匪徒交手的。  

尽管初战受挫，冒险者们别无选择只能继续前进。至少现在他们知道还有幸存者，或许其中有人能带他们找到要找的贵族。","在激烈的战斗中，冒险者们没能救下那名士兵，而他们正是为了他而攻击强盗。

尽管遭遇了这样的挫折，冒险者们别无选择，只能继续前进。至少他们现在知道还有幸存者，也许其中一个能带他们找到他们正在寻找的贵族。"
1834453701660678,WORLDEVENT43_DECISION2,连那名士兵也幸存下来。,甚至士兵也幸存了下来。
1834453701660679,WORLDEVENT43_DECISION2RESULT0_PAGE1,"与队伍并肩作战的士兵熬过了这场劫难。他喘着粗气，正用怀疑的目光打量着冒险者们。  

但没过多久，士兵似乎就卸下了防备。  
或许他终于意识到冒险者是来帮忙的，开始向队伍搭话。","与队伍并肩作战的士兵成功地活了下来。他正在喘息，并怀疑地打量着冒险者。

但没过多久，士兵似乎放下了戒心。  
他很可能意识到这些冒险者是来帮助他的。他开始与队伍交谈。"
1834453701660680,WORLDEVENT44_PAGE1,"冒险者们发现了一队士兵，后者正用怀疑的目光打量着他们。  
士兵们似乎正在躲避土匪追击，陌生人的出现让他们神经紧绷。即便冒险者的形象与追兵截然不同。  

士兵们要求队伍表明身份，否则将发动攻击。","冒险者们发现了一群士兵，他们用怀疑的目光打量着冒险者。  
看起来他们正试图躲避强盗，而被一群陌生人发现让他们感到紧张。即便冒险者们看起来并不像追赶他们的强盗。  

士兵们要求队伍自我介绍，否则就会攻击他们。"
1834453701660681,WORLDEVENT44_DECISION1,告知对方来意,告诉他们他们的目标。
